DEPARTAMENTO,PROVINCIA,UBIGEO,SEXO,TIPO_CONTRATO,MATERIAL_PISOS,MATERIAL_TECHOS,MATERIAL_PAREDES,NINOS_ASISTEN_COLEGIO,SITUACION_EDUCATIVA_ESPERADA,SIN_SEGURO,ESTRSOCIAL,POBREZA,ANIO,MES,GASTO_ALIMENTOS_HOGAR,GASTO_ELECTRODOMESTICOS,INGRESO_JUNTOS,INGRESO_PENSION65,HORAS_SEMANA_OCUP_PRINCIPAL,INGRESO_TOTAL,NUM_HABITACIONES,EDAD,SERVICIOS_BASICOS,RECIBIO
LIMA,BARRANCA,150202,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2023,8,770.218444824219,247.861973762512,0.0,0.0,21.0,1920.0,4,39,Sí,No
LIMA,HUAURA,150806,0,Sin contrato,Piso precario o sin acondicionar,Materiales tradicionales o semi-informales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,Pobre Extremo,2023,8,0.0,0.0,0.0,0.0,11.0,120.0,3,54,Sí,No
LIMA,HUAURA,150806,1,Indefinido,Piso precario o sin acondicionar,Materiales tradicionales o semi-informales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,31.3480973243713,0.0,0.0,0.0,1200.0,1,52,Sí,No
LIMA,HUARAL,150601,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,327.915824890137,0.0,0.0,20.0,3500.0,3,39,Sí,No
LIMA,HUAURA,150811,0,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2023,8,0.0,44.6607351303101,0.0,0.0,20.0,520.0,2,27,Sí,No
LIMA,OYON,150906,0,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,Pobre Extremo,2023,8,0.0,6.76824808120728,0.0,0.0,18.0,440.0,3,39,Sí,No
LIMA,OYON,150906,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,Pobre Extremo,2023,8,0.0,0.0,0.0,1794.0,25.0,980.0,3,69,Sí,Sí
LIMA,OYON,150906,0,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,Pobre Extremo,2023,8,0.0,13.9590291976929,0.0,0.0,24.0,440.0,3,62,Sí,No
LIMA,HUARAL,150602,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2023,8,0.0,0.0,0.0,0.0,35.0,800.0,2,70,Sí,No
LIMA,HUARAL,150602,0,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2023,8,0.0,0.0,0.0,0.0,40.0,3400.0,1,41,Sí,No
LORETO,MAYNAS,160101,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,0.0,0.0,0.0,20.0,7600.0,5,65,Sí,No
LORETO,MAYNAS,160101,0,Indefinido,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,487.187488555908,0.0,0.0,48.0,1967.0,7,52,Sí,No
LORETO,MAYNAS,160101,0,Sin contrato,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,0.0,0.0,0.0,63.0,1000.0,3,54,Sí,No
LORETO,MAYNAS,160113,0,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,153.045963287354,0.0,0.0,28.0,3240.0,6,41,Sí,No
LORETO,MAYNAS,160113,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,11.3608980178833,0.0,0.0,79.0,1440.0,2,48,Sí,No
LORETO,MAYNAS,160113,1,CAS,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales precarios o livianos,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,0.0,0.0,0.0,48.0,1515.0,3,41,Sí,No
LORETO,MAYNAS,160113,1,Sin contrato,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Debería estar en superior,No,E,No Pobre,2023,8,0.0,4.37675952911377,0.0,0.0,30.0,1200.0,4,25,Sí,No
LORETO,MAYNAS,160101,0,Indefinido,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,105.225652456284,0.0,0.0,30.0,2605.0,5,53,Sí,No
LORETO,MAYNAS,160101,1,Locación / SNP,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,52.2597308158875,0.0,0.0,14.0,2500.0,4,43,Sí,No
LORETO,MAYNAS,160101,1,CAS,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,72.8739700317383,0.0,0.0,56.0,2700.0,5,73,Sí,No
LORETO,MAYNAS,160108,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,104.175254821777,0.0,0.0,60.0,3100.0,5,60,Sí,No
LORETO,MAYNAS,160108,0,Indefinido,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,86.2699646949768,0.0,0.0,60.0,5000.0,4,41,Sí,No
LORETO,MAYNAS,160108,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales precarios o livianos,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,74.0625991821289,0.0,0.0,0.0,1330.0,4,53,Sí,No
LORETO,ALTO AMAZONAS,160201,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,53.3814353942871,1200.0,0.0,48.0,420.0,2,47,Sí,Sí
LORETO,ALTO AMAZONAS,160201,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,238.63653755188,0.0,0.0,40.0,2000.0,5,57,Sí,No
LORETO,UCAYALI,160606,1,Sin contrato,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre Extremo,2023,8,0.0,0.0,0.0,0.0,84.0,600.0,4,59,Sí,No
LORETO,ALTO AMAZONAS,160201,0,Locación / SNP,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,Pobre No Extremo,2023,8,0.0,80.5572381019592,0.0,0.0,40.0,1055.0,4,49,Sí,No
LORETO,DATEM DEL MARAÑON,160706,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales precarios o livianos,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2023,8,0.0,7.01683712005615,0.0,0.0,6.0,400.0,2,26,No,No
LORETO,DATEM DEL MARAÑON,160706,1,Sin contrato,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2023,8,0.0,0.0,0.0,0.0,30.0,2000.0,2,28,Sí,No
LORETO,DATEM DEL MARAÑON,160706,1,Plazo fijo,Piso de madera,Materiales precarios o no adecuados,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,Pobre No Extremo,2023,8,0.0,0.0,1199.0,0.0,25.0,3000.0,3,41,No,No
MADRE DE DIOS,TAMBOPATA,170101,0,Locación / SNP,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,522.946960449219,98.566162109375,0.0,0.0,40.0,2400.0,1,48,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,0,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,58.4648385047913,0.0,0.0,40.0,640.0,3,62,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,355.51220369339,0.0,0.0,40.0,4500.0,4,49,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,0,Indefinido,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,192.982040405273,0.0,0.0,30.0,2550.0,5,64,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,67.087438583374,0.0,0.0,40.0,1200.0,4,29,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Locación / SNP,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,20.3680953979492,0.0,0.0,70.0,1025.0,3,67,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,0.0,0.0,0.0,45.0,2750.0,1,44,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Sin contrato,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,0.0,0.0,0.0,42.0,2520.0,1,38,Sí,No
MADRE DE DIOS,TAMBOPATA,170101,1,Plazo fijo,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,151.468812942505,0.0,0.0,46.0,5000.0,3,64,Sí,No
MADRE DE DIOS,TAMBOPATA,170103,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,48.1479437351227,0.0,0.0,60.0,2400.0,4,54,Sí,No
MADRE DE DIOS,TAMBOPATA,170103,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,6.83219575881958,0.0,0.0,50.0,4330.0,4,51,Sí,No
MADRE DE DIOS,TAMBOPATA,170103,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2023,8,0.0,45.4489870071411,0.0,0.0,48.0,1250.0,1,43,Sí,No
MADRE DE DIOS,TAHUAMANU,170302,0,Locación / SNP,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,55.9724197387695,0.0,1823.0,40.0,1300.0,2,56,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Plazo fijo,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales precarios o livianos,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,244.986347198486,0.0,0.0,46.0,2700.0,3,42,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,83.5231342315674,0.0,0.0,36.0,1700.0,1,35,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,112.880987167358,0.0,0.0,45.0,480.0,2,37,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,0,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,333.210555076599,0.0,0.0,40.0,2500.0,4,31,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Inscrito actualmente,No,E,No Pobre,2023,8,0.0,104.986173152924,0.0,0.0,46.0,4300.0,2,30,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,0,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales precarios o livianos,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,9.83684945106506,0.0,0.0,16.0,600.0,2,56,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales precarios o livianos,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,192.142378807068,0.0,0.0,48.0,2100.0,3,43,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,88.1979970932007,0.0,0.0,0.0,3000.0,6,64,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,197.774611473084,0.0,0.0,30.0,1800.0,3,44,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,230.285096168518,0.0,0.0,40.0,2700.0,5,36,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,347.121422290802,0.0,0.0,40.0,4000.0,5,61,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,279.572810173035,0.0,0.0,48.0,1050.0,4,37,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,234.336127281189,0.0,0.0,40.0,3000.0,2,38,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,254.443591594696,0.0,0.0,30.0,3300.0,6,53,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,0,Sin contrato,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,162.501194953918,0.0,0.0,15.0,500.0,1,58,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,100.410279273987,0.0,0.0,34.0,1600.0,5,49,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,0,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,108.18824672699,0.0,1501.0,42.0,900.0,3,48,Sí,No
MOQUEGUA,MARISCAL NIETO,180101,0,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,3.4394097328186,0.0,0.0,40.0,1100.0,5,62,Sí,No
MOQUEGUA,ILO,180301,0,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,114.813474655151,0.0,0.0,25.0,1130.0,1,45,Sí,No
MOQUEGUA,ILO,180301,0,CAS,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,81.2502822875977,0.0,0.0,98.0,1800.0,4,41,Sí,No
MOQUEGUA,ILO,180301,0,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,17.6592216491699,0.0,0.0,26.0,280.0,3,78,Sí,No
MOQUEGUA,ILO,180301,1,Locación / SNP,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,0.0,0.0,0.0,48.0,1500.0,3,36,Sí,No
MOQUEGUA,ILO,180301,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,175.434603691101,0.0,0.0,40.0,3500.0,4,62,Sí,No
MOQUEGUA,GENERAL SANCHEZ CERRO,180204,0,Plazo fijo,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2023,8,0.0,30.5889945030212,0.0,1503.0,20.0,700.0,2,50,Sí,No
PASCO,PASCO,190101,1,Plazo fijo,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,21.3741292953491,0.0,0.0,48.0,2100.0,3,27,Sí,No
PASCO,PASCO,190101,1,Sin contrato,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,Pobre No Extremo,2023,8,0.0,33.9031028747559,0.0,0.0,16.0,80.0,2,50,Sí,No
PASCO,PASCO,190101,1,Indefinido,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Inscrito actualmente,No,C,No Pobre,2023,8,0.0,147.170972824097,0.0,0.0,36.0,3000.0,3,49,Sí,No
PASCO,PASCO,190101,1,Locación / SNP,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2023,8,0.0,3.35022020339966,0.0,0.0,4.0,1000.0,5,58,Sí,No
PASCO,PASCO,190101,1,Sin contrato,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,226.248015403748,0.0,0.0,45.0,400.0,5,58,Sí,No
PASCO,PASCO,190101,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,67.2150835990906,0.0,0.0,46.0,960.0,1,48,Sí,No
PASCO,PASCO,190109,0,Sin contrato,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,66.3145685195923,0.0,0.0,70.0,300.0,2,60,Sí,No
PASCO,PASCO,190109,0,Plazo fijo,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,37.7454566955566,0.0,0.0,30.0,1800.0,3,50,Sí,No
PASCO,PASCO,190109,1,Sin contrato,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,143.67970085144,0.0,0.0,52.0,1500.0,3,41,Sí,No
PASCO,PASCO,190109,1,Indefinido,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,30.7831411361694,0.0,0.0,36.0,2700.0,4,54,Sí,No
PASCO,PASCO,190109,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,29.7280340194702,0.0,0.0,55.0,2840.0,3,47,Sí,No
PASCO,PASCO,190109,1,Indefinido,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,655.654753684998,0.0,0.0,40.0,2500.0,4,62,Sí,No
PASCO,DANIEL ALCIDES CARRION,190201,1,Plazo fijo,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,37.3190174102783,0.0,0.0,55.0,2045.0,2,35,Sí,No
PASCO,DANIEL ALCIDES CARRION,190201,0,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2023,8,0.0,2.9085373878479,0.0,0.0,84.0,1300.0,3,43,Sí,No
PASCO,DANIEL ALCIDES CARRION,190201,1,Plazo fijo,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,71.5078220367432,0.0,0.0,36.0,1800.0,3,34,Sí,No
PASCO,OXAPAMPA,190301,0,Plazo fijo,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,174.504182815552,0.0,0.0,49.0,1025.0,4,30,Sí,No
PASCO,OXAPAMPA,190301,0,Sin contrato,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2023,8,0.0,5.8170747756958,0.0,0.0,48.0,1200.0,2,42,Sí,No
PASCO,PASCO,190106,1,Locación / SNP,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2023,8,0.0,66.7099170684814,0.0,0.0,48.0,1025.0,1,55,Sí,No
PASCO,PASCO,190106,1,Plazo fijo,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2023,8,0.0,69.5792274475098,0.0,0.0,56.0,2000.0,2,33,Sí,No
PASCO,OXAPAMPA,190307,1,Sin contrato,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,No Pobre,2023,8,0.0,6.95373344421387,0.0,0.0,60.0,500.0,2,51,No,No
PASCO,OXAPAMPA,190307,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,Rural,Pobre No Extremo,2023,8,0.0,5.08994054794312,1202.0,0.0,35.0,600.0,3,35,Sí,No
PIURA,PIURA,200104,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,153.995458364487,0.0,0.0,48.0,1139.0,3,33,Sí,No
PIURA,PIURA,200101,0,CAS,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,302.820158004761,0.0,0.0,25.0,3180.0,6,37,Sí,No
PIURA,PIURA,200101,0,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,B,No Pobre,2023,8,0.0,156.457091331482,0.0,0.0,35.0,5380.0,5,52,Sí,No
PIURA,PIURA,200101,0,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,B,No Pobre,2023,8,0.0,22.4887223243713,0.0,0.0,46.0,2600.0,3,47,Sí,No
PIURA,PIURA,200101,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,B,No Pobre,2023,8,0.0,214.650012969971,0.0,0.0,25.0,7850.0,7,68,Sí,No
PIURA,PAITA,200505,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,0.0,106.985142230988,0.0,0.0,24.0,2400.0,6,68,Sí,No
PIURA,PAITA,200505,0,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2023,8,47.5521240234375,82.2363872528076,0.0,0.0,20.0,200.0,4,44,Sí,No
