DEPARTAMENTO,PROVINCIA,UBIGEO,SEXO,TIPO_CONTRATO,MATERIAL_PISOS,MATERIAL_TECHOS,MATERIAL_PAREDES,NINOS_ASISTEN_COLEGIO,SITUACION_EDUCATIVA_ESPERADA,SIN_SEGURO,ESTRSOCIAL,POBREZA,ANIO,MES,GASTO_ALIMENTOS_HOGAR,GASTO_ELECTRODOMESTICOS,INGRESO_JUNTOS,INGRESO_PENSION65,HORAS_SEMANA_OCUP_PRINCIPAL,INGRESO_TOTAL,NUM_HABITACIONES,EDAD,SERVICIOS_BASICOS,RECIBIO
AMAZONAS,CHACHAPOYAS,10101,0,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,3,0.0,92.3230859832264,0.0,0.0,0.0,1200.0,4,49,Sí,No
AMAZONAS,BAGUA,10201,1,Locación / SNP,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,11,0.0,8.53124209841665,0.0,0.0,40.0,2500.0,3,46,No,No
AMAZONAS,BAGUA,10201,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,11,0.0,98.9139619663015,0.0,0.0,40.0,3000.0,2,54,No,No
AMAZONAS,BAGUA,10201,0,CAS,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Inscrito actualmente,No,D,No Pobre,2014,12,0.0,3.84482873922685,0.0,0.0,40.0,1300.0,2,27,No,No
AMAZONAS,BAGUA,10201,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,12,0.0,131.371116835518,0.0,0.0,40.0,1200.0,2,32,No,No
AMAZONAS,BAGUA,10201,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,1,0.0,142.506499277698,0.0,0.0,7.0,1230.0,2,54,Sí,No
AMAZONAS,BAGUA,10201,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,1,0.0,83.6654426758581,0.0,0.0,0.0,1368.0,4,53,Sí,No
AMAZONAS,BAGUA,10201,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,1,0.0,201.459266882579,0.0,0.0,16.0,3500.0,6,59,Sí,No
AMAZONAS,BAGUA,10201,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Inscrito actualmente,No,E,No Pobre,2014,1,0.0,196.067986266438,0.0,0.0,0.0,1300.0,4,43,Sí,No
AMAZONAS,BAGUA,10201,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,5,0.0,214.779642950074,0.0,0.0,48.0,480.0,5,57,Sí,No
AMAZONAS,BAGUA,10201,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,5,0.0,28.238629239657,0.0,0.0,59.0,800.0,2,47,Sí,No
AMAZONAS,BAGUA,10201,0,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre Extremo,2014,7,0.0,17.8437667791473,0.0,0.0,21.0,130.0,3,51,Sí,No
AMAZONAS,BAGUA,10201,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,7,0.0,5.17751888128111,0.0,0.0,98.0,320.0,1,67,Sí,No
AMAZONAS,BAGUA,10201,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,7,0.0,202.586229072726,0.0,0.0,40.0,2400.0,4,50,Sí,No
AMAZONAS,BAGUA,10201,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,7,0.0,282.285784173848,0.0,0.0,50.0,10000.0,7,59,Sí,No
AMAZONAS,BAGUA,10201,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,9,0.0,78.5033864616212,0.0,0.0,48.0,840.0,3,58,No,No
AMAZONAS,BAGUA,10201,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,1,0.0,81.8338919179569,0.0,0.0,45.0,800.0,2,32,No,No
AMAZONAS,BAGUA,10201,1,Plazo fijo,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,Sí,E,Pobre No Extremo,2014,1,0.0,29.2214824975651,0.0,0.0,12.0,750.0,3,26,No,No
AMAZONAS,BAGUA,10201,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre Extremo,2014,1,0.0,0.0,0.0,0.0,16.0,160.0,3,45,No,No
AMAZONAS,UTCUBAMBA,10701,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2014,4,0.0,26.6971734807881,1215.0,0.0,42.0,600.0,3,47,Sí,No
AMAZONAS,UTCUBAMBA,10701,1,Plazo fijo,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,4,0.0,49.6692319840989,0.0,0.0,24.0,1250.0,3,29,Sí,No
AMAZONAS,UTCUBAMBA,10701,0,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,7,0.0,69.5140619374603,0.0,0.0,91.0,400.0,1,27,Sí,No
AMAZONAS,UTCUBAMBA,10701,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,7,0.0,141.24880442169,0.0,0.0,44.0,1600.0,3,54,Sí,No
AMAZONAS,UTCUBAMBA,10701,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,7,0.0,270.733299014942,0.0,0.0,45.0,7140.0,3,37,Sí,No
AMAZONAS,UTCUBAMBA,10701,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales precarios o livianos,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,12,0.0,5.96743845135664,0.0,0.0,51.0,600.0,3,57,No,No
AMAZONAS,UTCUBAMBA,10701,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,12,0.0,99.0337943743406,1190.0,0.0,20.0,840.0,2,43,No,No
AMAZONAS,UTCUBAMBA,10701,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre Extremo,2014,3,0.0,0.0,0.0,0.0,24.0,240.0,1,33,No,No
AMAZONAS,UTCUBAMBA,10701,0,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,3,0.0,3.35061075624994,1217.0,0.0,84.0,300.0,1,44,No,Sí
AMAZONAS,UTCUBAMBA,10701,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2014,3,0.0,11.1997955624199,1217.0,0.0,24.0,240.0,1,39,No,No
AMAZONAS,BAGUA,10202,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2014,6,155.729662308841,27.1842700314091,1202.0,0.0,46.0,860.0,2,36,No,No
AMAZONAS,UTCUBAMBA,10703,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2014,4,0.0,0.0,0.0,1519.0,13.0,140.0,2,42,No,No
AMAZONAS,UTCUBAMBA,10703,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2014,4,0.0,7.1053668205457,1215.0,0.0,8.0,125.0,5,75,No,No
ANCASH,HUARAZ,20101,1,Indefinido,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,11,0.0,0.0,0.0,0.0,35.0,1000.0,3,64,Sí,No
ANCASH,HUARAZ,20101,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,9,0.0,78.8277253997466,0.0,0.0,30.0,2350.0,5,41,Sí,No
ANCASH,HUARAZ,20101,0,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,9,0.0,255.782847474562,0.0,0.0,30.0,1500.0,5,61,Sí,No
ANCASH,HUARAZ,20101,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,9,1558.33766370508,32.7525538912609,0.0,0.0,48.0,800.0,2,50,Sí,No
ANCASH,HUARAZ,20101,0,Sin contrato,Piso precario o sin acondicionar,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,10,0.0,50.5173088800822,0.0,0.0,21.0,150.0,2,42,Sí,No
ANCASH,HUARAZ,20105,0,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Inscrito actualmente,No,E,No Pobre,2014,12,0.0,267.878533207286,0.0,0.0,30.0,1600.0,6,45,No,No
ANCASH,HUARAZ,20105,0,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,12,0.0,16.0395543022906,0.0,0.0,30.0,1306.0,5,48,Sí,No
ANCASH,HUARAZ,20101,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,1,0.0,42.8462601397563,0.0,0.0,0.0,875.0,6,70,Sí,No
ANCASH,HUARAZ,20101,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,1,0.0,42.2472767011405,0.0,0.0,32.0,860.0,3,42,Sí,No
ANCASH,SANTA,21809,1,Sin contrato,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,12,0.0,117.02542096145,0.0,0.0,84.0,2000.0,4,44,Sí,No
ANCASH,SANTA,21809,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,12,0.0,329.398925911051,0.0,0.0,40.0,2600.0,3,40,Sí,No
ANCASH,SANTA,21809,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,12,0.0,64.7249431843378,0.0,0.0,57.0,3000.0,5,63,Sí,No
ANCASH,SANTA,21801,1,Plazo fijo,Piso precario o sin acondicionar,Materiales tradicionales o semi-informales,Materiales precarios o livianos,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,1,0.0,6.08613003187847,0.0,0.0,24.0,1505.0,3,33,Sí,No
ANCASH,SANTA,21801,0,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,5,0.0,22.448706473269,0.0,0.0,32.0,1300.0,2,59,Sí,No
ANCASH,SANTA,21801,1,Sin contrato,Piso precario o sin acondicionar,Materiales tradicionales o semi-informales,Materiales precarios o livianos,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,7,0.0,40.6637118573207,0.0,0.0,48.0,600.0,4,62,Sí,No
ANCASH,SANTA,21801,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,7,0.0,105.455072000126,0.0,0.0,48.0,1036.0,6,27,Sí,No
ANCASH,SANTA,21801,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,7,0.0,330.527871765431,0.0,0.0,80.0,12000.0,5,44,Sí,No
ANCASH,SANTA,21801,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,Sí,D,No Pobre,2014,7,0.0,0.0,0.0,0.0,24.0,600.0,2,75,Sí,No
ANCASH,SANTA,21801,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,9,0.0,80.9937268838611,0.0,0.0,40.0,1250.0,7,58,Sí,No
ANCASH,SANTA,21801,1,Sin contrato,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,9,0.0,161.115433593192,0.0,0.0,48.0,600.0,4,79,Sí,No
ANCASH,SANTA,21801,1,Sin contrato,Piso de cemento,Materiales tradicionales o semi-informales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,1,0.0,94.8607985499576,0.0,0.0,30.0,700.0,5,67,Sí,No
ANCASH,SANTA,21809,0,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,4,0.0,155.210678354562,0.0,0.0,30.0,1500.0,7,52,Sí,No
ANCASH,SANTA,21809,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,4,0.0,221.796618810412,0.0,0.0,46.0,2600.0,4,28,Sí,No
ANCASH,SANTA,21809,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,5,0.0,195.946409806164,0.0,0.0,50.0,2400.0,3,46,Sí,No
ANCASH,SANTA,21809,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,7,0.0,205.562262241051,0.0,0.0,48.0,2330.0,4,46,Sí,No
ANCASH,SANTA,21809,1,Plazo fijo,Piso de cemento,Materiales tradicionales o semi-informales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,7,0.0,24.2242310895213,0.0,0.0,70.0,1200.0,3,52,Sí,No
ANCASH,SANTA,21809,0,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,9,0.0,80.6178749989028,0.0,0.0,44.0,1000.0,3,40,Sí,No
ANCASH,SANTA,21809,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,10,0.0,212.884440052204,0.0,0.0,84.0,1400.0,3,36,Sí,No
ANCASH,SANTA,21809,1,Sin contrato,Piso precario o sin acondicionar,Materiales tradicionales o semi-informales,Materiales precarios o livianos,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2014,10,0.0,19.9721460838463,0.0,0.0,60.0,600.0,2,43,Sí,No
ANCASH,SANTA,21809,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,12,0.0,69.4783564268,0.0,0.0,40.0,1500.0,7,47,Sí,No
ANCASH,SANTA,21809,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Debería estar en superior,No,E,No Pobre,2014,12,0.0,0.0,0.0,0.0,60.0,720.0,3,21,Sí,No
ANCASH,SANTA,21807,1,Indefinido,Piso de cemento,Materiales tradicionales o semi-informales,Materiales precarios o livianos,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2014,9,0.0,68.2034756058981,0.0,0.0,48.0,1150.0,4,52,Sí,No
ANCASH,SANTA,21807,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,9,0.0,269.899009280733,0.0,0.0,72.0,1000.0,2,33,No,No
ANCASH,SANTA,21807,0,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,9,0.0,100.60323785848,0.0,0.0,40.0,1500.0,4,60,Sí,No
ANCASH,SANTA,21807,0,Plazo fijo,Piso de cemento,Materiales tradicionales o semi-informales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2014,9,0.0,0.0,0.0,0.0,48.0,700.0,2,45,No,No
ANCASH,SANTA,21807,1,Sin contrato,Piso de cemento,Materiales precarios o no adecuados,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,9,0.0,107.084774393294,0.0,0.0,23.0,1440.0,5,70,No,No
ANCASH,SANTA,21807,1,Sin contrato,Piso precario o sin acondicionar,Materiales tradicionales o semi-informales,Materiales precarios o livianos,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,9,0.0,9.41536708996753,0.0,0.0,57.0,840.0,4,35,No,No
ANCASH,HUARMEY,21101,0,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,11,0.0,225.061305670268,0.0,0.0,30.0,2300.0,3,69,Sí,No
ANCASH,HUARMEY,21101,0,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,11,0.0,62.9238815394556,0.0,0.0,49.0,840.0,3,33,Sí,No
ANCASH,HUAYLAS,21201,0,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Debería estar en superior,No,D,No Pobre,2014,10,0.0,101.734827186785,0.0,0.0,50.0,960.0,1,24,Sí,No
ANCASH,HUARI,21001,1,Indefinido,Piso precario o sin acondicionar,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,2,0.0,21.011524843758,0.0,1223.0,24.0,750.0,5,50,No,No
ANCASH,HUARI,21001,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,2,0.0,96.7460053403399,0.0,0.0,55.0,1800.0,4,31,No,No
APURIMAC,ABANCAY,30101,1,Locación / SNP,Piso de madera,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,11,0.0,0.0,0.0,0.0,54.0,1500.0,3,31,Sí,No
APURIMAC,ABANCAY,30101,1,Sin contrato,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,Sí,E,No Pobre,2014,12,0.0,2.53495799488353,0.0,0.0,54.0,1600.0,2,52,Sí,No
APURIMAC,ABANCAY,30101,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,12,0.0,102.733648752316,0.0,0.0,44.0,4000.0,4,47,Sí,No
APURIMAC,ABANCAY,30101,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,1,0.0,22.8898221073461,0.0,0.0,0.0,1250.0,2,62,Sí,No
APURIMAC,ABANCAY,30101,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,1,0.0,31.4539939653786,0.0,0.0,0.0,1920.0,1,56,Sí,No
APURIMAC,ABANCAY,30101,1,CAS,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,9,0.0,5.11924778509581,0.0,0.0,45.0,1300.0,1,66,Sí,No
APURIMAC,ABANCAY,30101,1,Locación / SNP,Pisos formales de alto acabado,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,9,0.0,243.86694779047,0.0,0.0,40.0,2500.0,5,60,Sí,No
APURIMAC,ABANCAY,30101,0,Sin contrato,Piso precario o sin acondicionar,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,Sí,E,No Pobre,2014,9,0.0,0.0,0.0,0.0,56.0,500.0,2,42,Sí,No
APURIMAC,ABANCAY,30101,0,Plazo fijo,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,9,0.0,12.3550401937513,0.0,0.0,40.0,900.0,1,33,Sí,No
APURIMAC,ABANCAY,30101,0,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Inscrito actualmente,No,E,No Pobre,2014,6,0.0,4.40274957745506,0.0,0.0,56.0,500.0,1,19,Sí,No
APURIMAC,ABANCAY,30101,0,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,6,0.0,34.0518138684687,0.0,0.0,36.0,1500.0,2,56,Sí,No
APURIMAC,ABANCAY,30101,0,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,6,0.0,226.185110317097,0.0,0.0,40.0,1100.0,6,39,Sí,No
APURIMAC,ABANCAY,30101,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,6,0.0,130.744768176027,0.0,0.0,82.0,4068.0,6,66,No,No
APURIMAC,ABANCAY,30101,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2014,10,0.0,41.0638461940164,0.0,0.0,57.0,800.0,2,31,Sí,No
APURIMAC,ABANCAY,30101,0,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,10,0.0,38.6898328537623,0.0,0.0,54.0,640.0,1,28,Sí,No
APURIMAC,ABANCAY,30109,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,3,0.0,348.064293848159,0.0,0.0,48.0,1900.0,4,65,Sí,No
APURIMAC,ABANCAY,30109,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,3,0.0,49.3537470427806,0.0,0.0,0.0,1400.0,7,46,Sí,No
APURIMAC,ANDAHUAYLAS,30201,0,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,Pobre No Extremo,2014,10,0.0,6.410323603013,0.0,0.0,27.0,389.0,2,51,No,No
APURIMAC,ANDAHUAYLAS,30201,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,10,0.0,17.5282286019887,1192.0,0.0,44.0,1100.0,3,28,No,No
APURIMAC,ANDAHUAYLAS,30201,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,12,0.0,159.54414402665,0.0,0.0,0.0,2200.0,5,43,No,No
APURIMAC,ANDAHUAYLAS,30201,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,12,0.0,0.0,0.0,0.0,43.0,1500.0,3,61,Sí,No
APURIMAC,ANDAHUAYLAS,30201,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,12,0.0,65.184634154148,0.0,0.0,41.0,1500.0,3,40,No,No
APURIMAC,ANDAHUAYLAS,30201,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,12,0.0,58.9818698556075,0.0,0.0,30.0,1700.0,7,48,No,No
